སྟར་བ་,བསྟར་བ་,བསྟར་བ་,སྟོར་,TDC,,
སྟར་བ་,བསྟར་བ་,བསྟར་བ་,སྟར་༼སྟོར་༽,,PH,
སྟར་བ་,བསྟར༼ད༽་བ་,བསྟར་བ་,སྟར༼ད༽་,,,GT
སྟི་བ་,བསྟིས་པ་,བསྟི་བ་,སྟིས་,TDC,,GT
སྟིང་བ་,བསྟིངས་པ་,བསྟིང་བ་,སྟིངས་,TDC,,
སྟིབ་པ་,བསྟིབས་པ་,བསྟིབ་པ་,སྟིབས་,,,GT
སྟིམ་པ་,བསྟིམས་པ་,བསྟིམ་པ་,སྟིམས་,TDC,,GT
སྟིར་བ་,བསྟིར༼ད༽་བ་,བསྟིར་བ་,སྟིར༼ད༽་,,,GT
སྟུག་པ་,བསྟུགས་པ་,བསྟུག་པ་,སྟུགས་,,,GT
སྟུང་བ་,བསྟུངས་པ་,བསྟུང་བ་,སྟུངས་,TDC,,GT
སྟུད་པ་,བསྟུད་པ་,བསྟུད་པ་,སྟུད་,TDC,,GT
སྟུན་པ་,བསྟུན་པ་,བསྟུན་པ་,སྟུན་,TDC,PH,
སྟུན་པ་,སྟུན༼ད༽་པ་,སྟུན་པ་,སྟུན༼ད༽་,,,GT
སྟེན་པ་,བསྟེན་པ་,བསྟེན་པ་,སྟེན་,TDC,PH,
སྟེན་པ་,བསྟེན༼ད༽་པ་,བསྟེན་པ་,སྟེན༼ད༽་,,,GT
སྟེར་བ་,སྟེར་བ་,སྟེར་བ་,སྟེར་,TDC,PH,
སྟེར་བ་,བསྟེར༼ད༽་བ་,བསྟེར་བ་,སྟེར༼ད༽་,,,GT
སྟོང་བ་,སྟོངས་པ་,སྟོང་བ་,,TDC,,
སྟོངས་པ་,བསྟོངས་པ་,བསྟོང་བ་,སྟོངས་,,,GT
སྟོང་བ་,སྟོངས་པ་,སྟོང་བ་,སྟོངས་,,PH,GT
སྟོད་པ་,བསྟད་པ་,བསྟད་པ་,སྟོད་,TDC,,
སྟོན་པ་,བསྟན་པ་,བསྟན་པ་,སྟོན་,TDC,PH,
སྟོན་པ་,བསྟན༼ད༽་པ་,བསྟན་པ་,སྟོན༼ད༽་,,,GT
སྟོབ་པ་,བསྟབས་པ་,བསྟབ་པ་,སྟོབས་,TDC,PH,GT
སྟོར་བ་,བསྟར་བ་,བསྟར་བ་,སྟོར་,TDC,PH,
སྟོར་བ་,བསྟོར༼ད༽་བ་,བསྟོར་བ་,སྟོར༼ད༽་,,,GT
སྟོར་བ་,སྟོར་བ་,སྟོར་བ་,,TDC,,
བརྟ་བ་,བརྟས་པ་,བརྟ་བ་,,TDC,,
བརྟ་བ་,བརྟས་པ་,བརྟའ་བ་,རྟས་,,,GT
བལྟམས་པ་,བལྟམས་པ་,བལྟམས་པ་,,TDC,PH,
བསྟུན་པ་,བསྟུན༼ད༽་པ་,བསྟུན་པ་,བསྟུན༼ད༽་,,,GT
བསྟོད་པ་,བསྟོད་པ་,བསྟོད་པ་,བསྟོད་,TDC,PH,
བསྟོད་པ་༼སྟོད་པ་༽,བསྟོད་པ་,བསྟོད་པ་,སྟོད་༼བསྟོད་༽,,,GT
