སྐྱོད་པ་,བསྐྱོད་པ་,བསྐྱོད་པ་,སྐྱོད་,TDC,PH,GT
སྐྱོན་པ་,བསྐྱོན་པ་,བསྐྱོན་པ་,སྐྱོན་,TDC,PH,
སྐྱོན་པ་,བསྐྱོན༼ད༽་པ་,བསྐྱོན་པ་,སྐྱོན༼ད༽་,,,GT
སྐྱོན་པ་,སྐྱོན༼ད༽་པ་,སྐྱོན་པ་,སྐྱོན༼ད༽་,,,GT
སྐྱོབ་པ་,བསྐྱབས་པ་,བསྐྱབ་པ་,སྐྱོབས་,TDC,PH,GT
སྐྱོམ་པ་,བསྐྱམས་པ་,བསྐྱམ་པ་,སྐྱོམས་,TDC,PH,GT
སྐྱོར་བ་,བསྐྱོར་བ་,བསྐྱོར་བ་,སྐྱོར་,TDC,PH,
སྐྱོར་བ་,བསྐྱོར༼ད༽་བ་,བསྐྱོར་བ་,སྐྱོར༼ད༽་,,,GT
སྐྱོར་བ་,བསྐྱར་བ་,བསྐྱར་བ་,སྐྱོར་,TDC,PH,
སྐྱོར་བ་,བསྐྱར༼ད༽་བ་,བསྐྱར་བ་,སྐྱོར༼ད༽་,,,GT
སྐྲག་པ་,སྐྲག་པ་,སྒྲག་པ་,,TDC,,
སྐྲག་པ་,སྐྲགས་པ་,སྒྲག་པ་,སྐྲགས་,,PH,GT
སྐྲང་བ་,སྐྲངས་པ་,སྐྲང་བ་,,TDC,,
སྐྲང་བ་,སྐྲངས་པ་,སྐྲང་བ་,སྐྲངས་,,PH,GT
སྐྲང་བ་,བསྐྲངས་པ་,བསྐྲང་བ་,སྐྲངས་,,,GT
སྐྲབ་པ,བསྐྲབས་པ,བསྐྲབ་པ,སྐྲབས་,,PH,GT
སྐྲུ་བ་,བསྐྲུས་པ་,བསྐྲུ་བ་,སྐྲུས་,TDC,PH,GT
སྐྲུན་པ་,བསྐྲུན་པ་,བསྐྲུན་པ་,སྐྲུན་,TDC,PH,
སྐྲུན་པ་,བསྐྲུན༼ད༽་པ་,བསྐྲུན་པ་,སྐྲུན༼ད༽་,,,GT
སྐྲོག་པ་,བསྐྲོགས་པ་,བསྐྲོག་པ་,སྐྲོགས་,TDC,PH,
སྐྲོད་པ་,བསྐྲད་པ་,བསྐྲད་པ་,སྐྲོད་,TDC,PH,GT
སྐྲོལ་བ་,བསྐྲོལ༼ད༽་བ་,བསྐྲོལ་བ་,སྐྲོལ༼ད༽་,,,GT
བརྐམ་པ་,བརྐམ་པ་,བརྐམ་པ་,,TDC,PH,
རྐམ་པ་,བརྐམ་པ་,བརྐམ་པ་,,,PH,
བསྐལ་བ་,བསྐལ་བ་,བསྐལ་བ་,,TDC,PH,
